International_data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.eia.gov/beta/international/data/browser/#/?pa=000000000000000000000000000001vm&c=ruvvvvvfvtvvvv1vvvvvvfvvvvvvfvvvsu20evvvvvvvvvvvvuvg&ct=0&ug=8&tl_id=2-A&vs=INTL.29-12-AFG-BKWH.A&cy=2016&vo=0&v=B&end=2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Apr 30 2019 15:44:00 GMT-0400 (EDT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source: U.S. Energy Information Administration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
,Jordan,Billion Kwh,0,0,0,0,0,0,0.003,0.019,0.027,0.017,0.018,0.007,0.015,0.022,0.014,0.018,0.022,0.017,0.013,0.014,0.039,0.043,0.052,0.041,0.052,0.056,0.05,0.06,0.061,0.058,0.06,0.054,0.06,0.054,0.057,0.052,0.042
,Kazakhstan,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,6.797,7.553,9.087,8.248,7.258,6.434,6.08,6.071,7.456,8,8.801,8.539,7.976,7.777,7.69,8.089,7.385,6.81,7.942,7.804,7.561,7.654,8.18,9.176,11.505
,Kenya,Billion Kwh,1.049,1.367,1.382,1.463,1.475,1.663,1.718,1.794,2.299,2.443,2.51163,2.742,2.768,2.96307,3.037,3.131,3.32,3.226,3.241,2.411,1.312,2.379,3.088,3.227,2.84,2.996,3.245,3.453,2.821,2.148,3.393,3.416,4.256,3.906,3.277,3.749,3.308
,Kiribati,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Korea, North",Billion Kwh,10.494,10.652,10.811,10.969,11.128,12.177,12.87,13.464,14.85,14.85,15.444,14.85,14.058,13.167,13.662,14.058,12.375,10.593,10.098,10.197,10.098,10.494,10.514,11.603,12.375,13.001,12.494,13.147,13.927,12.375,13.266,13.068,13.365,13.761,12.87,9.9,12.672
,"Korea, South",Billion Kwh,1.539,2.257,1.56,2.272,1.978,3.153,3.078,3.925,1.967,2.934,4.637,3.451,3.066,4.185,2.32254,2.7324,2.39976,2.78487,4.236,4.117,3.97,4.109,3.201,4.853,4.287,3.636,3.433,3.595,3.039,2.785,3.632,4.54,3.866,4.227,2.717,2.118,2.761
,Kosovo,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.075,0.119,0.154,0.104,0.095,0.142,0.149,0.139,0.243
,Kuwait,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Kyrgyzstan,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,9.195,8.994,11.607,11.007,12.132,10.825,9.844,12.021,13.546,12.306,10.679,13.381,13.953,12.66,12.347,12.609,10.023,10.115,10.997,13.998,14.037,12.996,13.165,10.989,11.379
,Laos,Billion Kwh,0.92,1.089,1.138,1.019,0.94,0.857,0.819,0.531,0.487,0.661,0.817,0.876,0.858,0.867,0.853,1.042,1.194,1.164,1.802,2.324,3.277,3.297,3.212,2.832,2.998,3.51,3.6,3.37,3.72,3.37,8.5,13,13.1,15.3,15.8,14.7,17.9
,Latvia,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,2.498,2.846,3.272,2.908,1.841,2.922,2.99,2.729,2.791,2.805,2.438,2.243,3.078,3.293,2.671,2.706,3.078,3.422,3.488,2.857,3.677,2.838,1.953,1.841,2.523
,Lebanon,Billion Kwh,0.841,0.841,0.643,0.554,0.579,0.579,0.554,0.604,0.594,0.495,0.297,0.495,0.545,0.713,0.809,0.71,0.79,0.892,0.777,0.329,0.445,0.33,0.671,1.349,1.109,1.036,0.688,0.579,0.369,0.616,0.831,0.797,0.997,1.256,0.191,0.474,0.378
,Lesotho,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195,0.288,0.285,0.314,0.325,0.297,0.459,0.525,0.554,0.584,0.648,0.694,0.49,0.486,0.515,0.52,0.53,0.51
,Liberia,Billion Kwh,0.331,0.314,0.328,0.32,0.223,0.259,0.315,0.316,0.321,0.311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Libya,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lithuania,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,0.308,0.389,0.447,0.369,0.323,0.291,0.413,0.409,0.336,0.322,0.35,0.323,0.417,0.446193,0.393,0.417,0.398,0.42,0.535,0.475,0.419,0.516,0.395,0.346,0.447
,Luxembourg,Billion Kwh,0.086,0.095,0.084,0.083,0.088,0.071,0.084,0.101,0.097,0.072,0.07,0.083,0.069,0.066,0.117,0.087,0.059,0.082,0.114,0.084,0.119,0.117,0.098,0.078,0.103,0.093,0.11,0.116,0.131,0.105,0.104,0.065,0.095,0.114,0.104,0.095,0.212
,Macau,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Macedonia,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,0.817,0.517,0.696,0.793,0.842,0.891,1.072,1.375,1.158,0.62,0.749,1.36,1.467,1.477,1.634,1,0.832,1.257,2.407,1.419,1.031,1.568,1.195,1.846,1.878
,Madagascar,Billion Kwh,0.146,0.152,0.226,0.245,0.252,0.255,0.266,0.286,0.3,0.314,0.338,0.332,0.342,0.344,0.347,0.369,0.421,0.45,0.5,0.515,0.54,0.528,0.535,0.604,0.634,0.641,0.631,0.712,0.692,0.734,0.704,0.69,0.755,0.81,0.88,0.81,0.94
,Malawi,Billion Kwh,0.388,0.379,0.405,0.443,0.464,0.47,0.506,0.558,0.563,0.566,0.697,0.743,0.768,0.771,0.811,0.832,0.846,0.866,0.995,0.962,1.023,1.045,1.093,1.139,1.259,1.307,1.339,1.367,1.521,1.488,1.735,1.79,1.53,1.29,1.41,1.12,1.4
,Malaysia,Billion Kwh,1.398,1.578,1.29,1.684,3.397,3.776,4.032,4.861,5.607,5.183,3.948,4.363,4.316,4.823,6.458,6.156,5.132,3.831,4.803,7.445,7.34,6.371,5.248,5.693,5.769,5.139,6.378,6.425,7.386,6.889,6.407,7.547,8.965,10.48,13.254,13.785,19.819
,Maldives,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mali,Billion Kwh,0.083,0.082,0.105,0.122,0.133,0.133,0.158,0.16,0.166,0.168,0.181,0.182,0.208,0.218,0.22,0.223,0.21,0.227,0.23,0.23,0.233,0.234,0.236,0.234,0.248,0.447,0.479,0.471,0.572,1.089,1.09,1.193,1.259,1.161,0.987,1.002,1.091
,Malta,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Martinique,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mauritania,Billion Kwh,0.025,0.03,0.038,0.039,0.036,0.031,0.018,0.025,0.025,0.025,0.025,0.025,0.026,0.026,0.028,0.028,0.028,0.03,0.028,0.03,0.032,0.034,0.034,0.041,0.044,0.049,0.051,0.054,0.06,0.11,0.116,0.13,0.135,0.17,0.18,0.18,0.18
,Mauritius,Billion Kwh,0.082,0.059,0.093,0.035,0.065,0.114,0.109,0.139,0.099,0.147,0.084,0.074,0.112,0.103,0.075,0.134,0.102,0.092,0.104,0.03,0.095,0.07,0.085,0.117,0.121,0.113,0.07587,0.08302,0.107,0.121,0.1,0.055,0.073,0.094,0.09,0.121,0.099
,Mexico,Billion Kwh,16.734,24.362,22.686,20.52,23.358,25.968,19.817,18.243,20.974,24.398,23.243,21.635,25.908,25.973,19.848,27.253,31.128,26.16669,24.379,32.454,32.802,28.217,24.701,19.681,24.954,27.382,30.09,27.003,38.786,26.446,36.79,35.928,31.587,27.722,38.549,30.614,29.744
,Micronesia,Billion Kwh,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,Moldova,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,0.255,0.371,0.275,0.321,0.362,0.378,0.387,0.363,0.392,0.359,0.348,0.358,0.35,0.359,0.365,0.354,0.385,0.354,0.403,0.348,0.266,0.307,0.314,0.305,0.225
,Mongolia,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0.004,0.004,0.005,0.02,0.035,0.052,0.051,0.063,0.068,0.058,0.058
,Montenegro,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1.733,1.271,1.524,2.05,2.723,1.192,1.462,2.479,1.734,1.476,1.825
,Montserrat,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Morocco,Billion Kwh,1.487,1.031,0.576,0.476,0.362,0.465,0.625,0.825,0.926,1.145,1.184,1.234,0.954,0.439,0.831,0.605,1.937,2.062,1.759,0.817,0.711,0.862,0.842,1.441,1.592,0.969,0.988,0.906,0.92,2.542,3.433,1.986,1.615,2.757,1.621,1.866,1.242
,Mozambique,Billion Kwh,13.409,3.315,2.959,5.01,0.552,0.149,0.038,0.024,0.049,0.05,0.281,0.32,0.322,0.341,0.362,0.375,0.445,0.967,1.487,7.606,9.555,11.723,12.547,10.761,11.551,13.131,14.57,15.902,14.963,16.781,16.481,16.642,14.994,14.401,16.013,17.035,15.453
,Namibia,Billion Kwh,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,1.12,0.845,0.604,0.982,1.157,1.366,1.356,1.446,1.497,1.586,1.641,1.59,1.56,1.476,1.395,1.235,1.39,1.591,1.259,1.47,1.487,1.345
,Nauru,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Nepal,Billion Kwh,0.176,0.208,0.206,0.314,0.335,0.332,0.432,0.543,0.557,0.536,0.877,0.901,0.83,0.865,0.924,1.147,1.169,1.051,1.12,1.397,1.616,1.831,2.098,2.24,2.378,2.492,2.708,2.755,2.775,3.071,3.173,3.455,3.498,3.472,3.751,3.418,4.195
,Netherlands,Billion Kwh,0,0,0,0,0,0.003,0.003,0.001,0.002,0.037,0.119,0.079,0.119,0.091,0.1,0.087,0.079,0.09108,0.111,0.089,0.141,0.116,0.109,0.071,0.094,0.087,0.105,0.106,0.101,0.097,0.105,0.057,0.104,0.114,0.112,0.093,0.1
,Netherlands Antilles,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,New Caledonia,Billion Kwh,0.276,0.268,0.408,0.278,0.397,0.479,0.398,0.254,0.527,0.516,0.456,0.34,0.342,0.342,0.376,0.42,0.388,0.355,0.387,0.461,0.438,0.363,0.317,0.32,0.32302839116719,0.336,0.285,0.386,0.453,0.402,0.262,0.371,0.395,0.45,0.285,0.34,0.23
,New Zealand,Billion Kwh,19.483,19.483,18.12,19.555,20.174,19.51,21.863,22.067,23.149,21.944,23.107,22.893,20.425,23.134,25.576,26.986,25.7103,23.592,24.163,23.219,24.189,21.462,24.667,23.384,26.657,23.092,23.336,23.403,22.112,23.979,24.237,24.612,22.439,22.601,23.881,24.112,25.657
,Nicaragua,Billion Kwh,0.506,0.491,0.421,0.249,0.233,0.261,0.265,0.398,0.391,0.538,0.399,0.334,0.254,0.478,0.379,0.403,0.427,0.403,0.293,0.389,0.208,0.195,0.3,0.294,0.318,0.429,0.305,0.303,0.52947,0.294,0.499,0.44,0.415,0.451,0.391,0.292,0.422
,Niger,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Nigeria,Billion Kwh,2.724,2.291,2.394,1.856,2.569,2.978,3.594,3.251,3.968,4.099,4.343,5.871,5.998,5.516,5.506,5.445,5.445,5.537,5.717,6.088,5.686,5.85,8.152,7.374,8.027,7.69,6.2,6.165,5.664,4.484,6.31,5.824,5.602,5.273,5.293,5.661,5.53
,Niue,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Norway,Billion Kwh,82.717,91.876,91.507,104.704,104.895,101.464,95.321,102.341,107.919,117.369,119.933,109.032,115.505,118.024,110.398,120.315,102.823,108.677,114.546,120.237,140.4,119.258,128.078,104.425,107.693,134.331,118.175,132.319,137.654,124.03,116.257,119.78,141.89,127.551,134.844,136.662,143.006
,Oman,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pakistan,Billion Kwh,8.627,8.953,9.423,11.251,12.698,12.114,13.66,15.098,16.516,16.797,16.756,18.12,20.901,19.242,22.629,22.974,20.649,21.839,22.225,19.095,17.022,18.752,22.127,26.675,25.414,30.553,31.633,28.42,27.506,27.812,31.493,28.232,29.558,31.554,32.149,34.287,36.255
,Palestinian Territories,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Panama,Billion Kwh,0.953,1.32,1.063,0.857,1.476,1.909,2.074,2.011,2.177,2.158,2.191,2.016,1.872,2.272,2.367,2.394,2.973,2.874,2.119,3.094,3.384,2.474,3.367,2.795,3.741,3.687,3.544,3.629,3.933,3.86,4.152,4.057,5.334,5.102,4.984,6.194,6.458
,Papua New Guinea,Billion Kwh,0.312,0.307,0.301,0.381,0.406,0.416,0.452,0.433,0.44,0.45,0.455,0.455,0.455,0.455,0.46,0.862,0.934,0.703,0.859,0.91,0.921,0.921,0.921,0.92,0.886,0.882,0.854,0.854,0.846,0.845,0.85,0.96,0.973,0.985,0.9,0.88,0.88
,Paraguay,Billion Kwh,0.669,0.701,0.64,0.751,0.849,4.025,11.862,18.446,19.873,24.208,27.185,29.351,27.141,31.097,36.032,41.671,44.828,50.309,50.328,51.4,52.957,44.864,47.73,51.253,51.412,50.654,53.246,53.188,54.909,54.409,53.524,57.049,59.63,59.774,54.723,55.186,63.132
,Peru,Billion Kwh,7.012,7.997,8.401,8.111,8.571,9.386,10.058,10.809,10.318,10.29,10.368,11.373,9.686,11.677,12.623,12.693,13.191,13.07,13.665,14.389,16.006,17.43,17.86,18.349,17.35,17.898,19.506,19.354,18.957,19.416,19.842,21.371,21.14,22.086,21.977,23.474,23.916
,Philippines,Billion Kwh,3.485,3.701,3.734,2.937,5.137,5.511,5.984,5.235,6.212,6.42,6,5.094,4.209,4.944,5.887,6.17,6.96,5.972,5.033,7.762,7.721,7.033,6.963,7.79,8.507,8.303,9.8400188,8.478,9.744109,9.689691,7.725,9.601,10.149,9.919,9.046,8.578,8.03
,Poland,Billion Kwh,2.326,2.116,1.528,1.658,1.394,1.833,1.534,1.644,1.775,1.593,1.403,1.411,1.492,1.473,1.716,1.868,1.912,1.941,2.286,2.133,2.085,2.302,2.256,1.654,2.06,2.179,2.022,2.328,2.13,2.351,2.9,2.313,2.02,2.421,2.165,1.814,2.117
,Portugal,Billion Kwh,7.873,4.934,6.82,7.897,9.609,10.512,8.364,9.005,12.037,5.72,9.065,8.952,4.599,8.453,10.551,8.26,14.613,12.97395,12.853,7.213,11.21,13.894,7.722,15.566,9.77,4.684,10.892,9.991,6.73,8.201,15.954,11.423,5.589,13.652,15.471,8.615,15.608
,Puerto Rico,Billion Kwh,0.204,0.124,0.104,0.11,0.135,0.183,0.223,0.257,0.272,0.272,0.136705,0.119057,0.135115,0.120329,0.067443,0.086924,0.135025,0.101929,0.103225,0.15871,0.152,0.133,0.114,0.103,0.141,0.1382843,0.142,0.164,0.156,0.174,0.159,0.15,0.09,0.08,0.08,0.06,0.07
,Qatar,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Reunion,Billion Kwh,0.302,0.37,0.422,0.428,0.404,0.483,0.497,0.524,0.418,0.492,0.544,0.456,0.49,0.493,0.493,0.497,0.5,0.539,0.551,0.553,0.554,0.556,0.569,0.572,0.574,0.574,0.574,0.651,0.626,0.526,0.536,0.4,0.487,0.556,0.425,0.5,0.465
,Romania,Billion Kwh,12.506,12.605,11.731,9.934,11.208,11.772,10.688,11.084,13.479,12.497,10.87,14.107,11.583,12.64,12.916,16.526,15.597,17.334,18.69,18.107,14.63,14.774,15.886,13.126,16.348,20.005,18.172,15.806,17.023,15.379,19.684,14.581,11.945,14.807,18.618,16.467,17.848
,Russia,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,170.125,171.665,173.228,173.657,151.795,155.018,156.912,158.887,162.436,172.16,160.595,154.204,174.065,170.95,171.619,175.278,163.115,172.441,164.818,164.186,164.239,179.339,173.514,166.313,182.766
,Rwanda,Billion Kwh,0.111,0.103,0.133,0.151,0.161,0.162,0.149,0.164,0.167,0.171,0.165,0.163,0.17,0.153,0.156,0.158,0.14,0.16,0.16,0.127,0.11,0.088,0.097,0.116,0.083,0.065,0.038,0.042,0.068,0.098,0.11,0.13,0.135,0.238,0.3,0.325,0.325
,Saint Helena,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Saint Kitts and Nevis,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Saint Lucia,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Saint Pierre and Miquelon,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Saint Vincent/Grenadines,Billion Kwh,0.017,0.017,0.018,0.018,0.022,0.026,0.028,0.031,0.035,0.036,0.024,0.013,0.02,0.023,0.021,0.021,0.021,0.021,0.022,0.022,0.025,0.019,0.022,0.021,0.027,0.026,0.022961,0.02248664,0.023436,0.023,0.026,0.025,0.025,0.024,0.024,0.025,0.025
,Samoa,Billion Kwh,0.007,0.007,0.012,0.012,0.016,0.017,0.02,0.018,0.018,0.02,0.02,0.02,0.025,0.025,0.025,0.026,0.03,0.033,0.038,0.043,0.035,0.048,0.062,0.054,0.05,0.05,0.051,0.052,0.053,0.054,0.053,0.055,0.037,0.04,0.04,0.04,0.04
,Sao Tome and Principe,Billion Kwh,0.007,0.007,0.008,0.006,0.008,0.008,0.007,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.007,0.009,0.01,0.004,0.006,0.007,0.006,0.004,0.008,0.01,0.008,0.007,0.005,0.006,0.006,0.006,0.006,0.006,0.006
,Saudi Arabia,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Senegal,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192,0.334,0.29,0.264,0.232,0.179,0.227,0.237,0.25,0.254,0.287,0.305,0.315,0.33,0.356
,Serbia,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10.855,9.937,9.468,10.436,11.772,8.58,9.193,10.101,10.893,9.979,10.684
,Seychelles,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Sierra Leone,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0.015,0.016,0.016,0.016,0.018,0.004,0.018,0.095,0.087,0.123,0.15,0.116,0.104,0.18,0.19,0.22
,Singapore,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Slovakia,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,--,3.432,4.311,4.831,4.185,4.023,4.224,4.429,4.569,4.878,5.215,3.4452,4.059,4.592,4.355,4.406,4,4.324,5.184,3.211,3.687,4.329,3.762,3.701,4.302
,Slovenia,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,3.379,2.974,3.348,3.187,3.616,3.046,3.4,3.684,3.771,3.741,3.265,2.916,4.033,3.426,3.555,3.233,3.978,4.666,4.452,3.506,3.841,4.562,6.011,3.75,4.443
,Solomon Islands,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Somalia,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0
,South Africa,Billion Kwh,0.992,1.656,1.016,0.595,0.56,0.624,1.623,1.617,3.162,2.759,1.01,1.98,0.752,0.146,1.074,0.529,1.319,2.092,1.595,0.726,1.343,2.061,2.357,0.777,0.941,1.319,2.869,0.859,1.191,1.386,2.093,2.036,1.193,1.147,0.965,0.793,0.693
,Spain,Billion Kwh,29.16,21.64,25.99,26.696,31.088,30.895,26.105,27.016,34.76,19.046,25.16,27.01,18.731,24.133,27.898,22.881,39.404,34.43,33.665,22.634,29.274,40.617,22.691,40.643,31.359,18.209,25.699,27.036,23.13,26.147,41.576,30.07,20.192,36.45,38.815,27.656,35.77
,Sri Lanka,Billion Kwh,1.464,1.556,1.591,1.204,2.069,2.37,2.617,2.154,2.57,2.773,3.114,3.085,2.871,3.758,4.048,4.407,3.219,3.413,3.876,4.128,3.165,3.079,2.666,3.263,2.931,3.416,3.849,3.908,4.088,3.865,5.578,4.573,3.256,6.849,4.506,5.909,4.179
,Sudan,Billion Kwh,0.495,0.739,0.764,0.764,0.75,0.914,0.914,0.916,0.918,0.926,0.948,1.028,1.078,1.08,1.11,0.962,1.063,1.043,1.033,1.198,1.171,1.255,1.274,1.151,1.096,1.248,1.356,1.436,1.448,3.196,6.14,6.402,6.553,8.232,8.824,8.336,7.97
,Suriname,Billion Kwh,0.883,0.825,1.051,0.714,0.846,0.962,0.756,0.323,0.485,1.087,1.171,1.393,1.437,1.45,1.463,1.279,1.281,1.289,1.294,1.311,0.71,0.725,0.741,0.752,0.764,0.821,0.862,0.862,0.863,0.863,1.198,1.171,1.235,1.296,1.345,1.342,1.139
,Swaziland,Billion Kwh,0.126,0.129,0.094,0.065,0.129,0.185,0.151,0.183,0.194,0.217,0.152,0.202,0.202,0.202,0.202,0.208,0.208,0.21,0.208,0.203,0.195,0.19,0.201,0.122,0.102,0.157,0.154,0.171,0.157,0.202,0.242,0.28,0.272,0.24,0.302,0.231,0.13
,Sweden,Billion Kwh,58.133,59.006,54.369,62.801,67.106,70.095,60.134,70.95,69.016,70.911,71.778,62.603,73.588,73.905,58.508,67.421,51.2226,68.365,74.25,70.974,77.798,78.269,65.696,53.005,59.522,72.075,61.106,65.497,68.378,65.193,66.279,66.047,78.333,60.81,63.227,74.734,61.645
,Switzerland,Billion Kwh,32.481,35.13,35.974,35.069,29.871,31.731,32.576,34.328,35.437,29.477,29.497,31.756,32.373,35.416,38.678,34.817,28.458,33.70257,33.136,39.604,36.466,40.895,34.862,34.471,33.411,30.914,30.649,34.898,35.676,35.366,35.704,32.069,38.218,38.08,37.659,37.879,34.281
,Syria,Billion Kwh,2.534,2.63,2.929,2.774,3.292,3.309,2.831,2.831,2.788,2.744,2.701,2.657,2.614,2.57,2.526,2.485,2.525,2.574,2.673,2.693,3.199,3.376,2.426,2.73,4.133,4.282,3.906,3.443,2.84,1.847,2.566,3.25,3.205,2.97,2.317,0.409,0.92
,Taiwan,Billion Kwh,2.905,4.77,4.758,4.967,4.41,5.941,6.069,5.454,4.626,4.814,6.317,3.815,6.49,4.068,5.011,4.791,4.696,5.194,6.14,5,4.522,5.049,2.759,3.005,3.178,3.946,4.047,4.373,4.262,3.711,4.152,3.96,5.612,5.369,4.275,4.425,6.496
,Tajikistan,Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,15.769,16.947,16.524,14.45,14.677,13.576,14.008,15.273,13.774,14.064,15.012,16.173,16.176,16.797,16.534,16.943,16.642,15.741,16.236,16.038,16.731,16.9,15.84,16.83,16.466
,Tanzania,Billion Kwh,0.987,1.019,1.028,1.064,1.094,1.114,1.069,1.162,1.233,1.431,1.534,1.709,1.634,1.681,1.478,1.524,1.731,1.435,2.057,2.143,2.121,2.576,2.693,2.524,2.333,1.76,1.422,2.499,2.623,2.614,2.674,1.973,1.749,1.7,2.564,2.087,2.342
,Thailand,Billion Kwh,1.26,2.943,3.797,3.622,4.039,3.654,5.496,4.033,3.74,5.515,4.926,4.541,4.197,3.663,4.469,6.646,7.268,7.128,5.125,3.5,5.966,6.24,7.396,7.226,5.98,5.74,8.044,8.033,7.042,7.077,5.482,8.081,8.666,5.691,5.485,4.696,6.913
,Timor-Leste (East Timor),Billion Kwh,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Togo,Billion Kwh,0.038,0.038,0.057,0.019,0.038,0.076,0.076,0.076,0.076,0.095,0.095,0.193,0.128,0.23,0.148,0.255,0.19,0.093,0.172,0.203,0.099,0.049,0.085,0.121,0.08,0.073,0.09,0.091,0.09,0.109,0.092,0.105,0.088,0.07,0.119,0.055,0.202
,Tonga,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Trinidad and Tobago,Billion Kwh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Tunisia,Billion Kwh,0.023,0.029,0.039,0.03,0.066,0.108,0.051,0.112,0.047,0.034,0.044,0.104,0.064,0.063,0.04,0.041,0.07,0.072,0.075,0.094,0.063,0.053,0.063,0.164,0.152,0.144,0.091,0.049,0.03,0.078,0.05,0.054,0.109,0.059,0.055,0.068,0.045
